file,import-purity,decode-never-cast,effects-are-values,no-third-party-di,no-third-party-stream,typed-errors-never-throw,pure-core-one-path,platform-io-boundary,no-class-as-service,composition-root-uniqueness,target-idiom-adoption,package-identity,capability-cohesion,dependency-direction,deletability,gate-reach
packages/testing/mutation/stryker-js/plugin-api/src/plugin/index.ts,clean,clean,clean,"SURVIVED F13 class :1,1",clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/report/DryRunCompletedEvent.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/report/MutationTestingPlanReadyEvent.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/report/Reporter.ts,clean,clean,SURVIVED F12 class :46,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/report/index.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/test-runner/DryRunResult.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/test-runner/DryRunStatus.ts,clean,clean,clean,clean,clean,clean,clean,clean,"SURVIVED F18 class :5,9,13",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/test-runner/MutantRunResult.ts,clean,clean,clean,clean,clean,clean,clean,clean,"SURVIVED F18 class :2,3,4,5",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/test-runner/RunOptions.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/test-runner/RunResultHelpers.ts,clean,clean,clean,clean,clean,clean,"SURVIVED F16 class :11,33,24",clean,SURVIVED F18 class :22,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/test-runner/TestResult.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/test-runner/TestRunner.ts,clean,clean,"SURVIVED F12 class :7,8,9,10",clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/test-runner/TestRunnerCapabilities.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/test-runner/TestStatus.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/test-runner/index.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/tsdown.config.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/typescript-checker/oxlint.config.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F30 class :1
packages/testing/mutation/stryker-js/typescript-checker/src/grouping/create-groups.ts,clean,clean,clean,clean,clean,SURVIVED F15 class :61,"SURVIVED F16 class :30,60,71,28",clean,clean,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/typescript-checker/src/grouping/ts-file-node.ts,clean,clean,clean,clean,clean,clean,"SURVIVED F16 class :19,31,42",clean,"SURVIVED F18 class :7,15,27,40",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/typescript-checker/src/project/hybrid-file-system.ts,clean,clean,clean,clean,clean,"SURVIVED F15 class :100,84,87","SURVIVED F16 class :27,31,35,38",clean,"SURVIVED F18 class :16,23,25,45",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/typescript-checker/src/project/script-file.ts,clean,clean,clean,clean,clean,clean,"SURVIVED F16 class :32,30",clean,"SURVIVED F18 class :3,9",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/typescript-checker/src/tsconfig-helpers.schema.ts,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F18 class :7,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/typescript-checker/src/tsconfig-helpers.ts,SURVIVED :35 (F3),clean,clean,clean,clean,"SURVIVED F15 class :52,65,77","SURVIVED F16 class :38,51,119,129",clean,"SURVIVED F18 class :45,99,100,153",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/typescript-checker/src/typescript-checker.ts,clean,clean,"SURVIVED F12 class :70,80,106,131","SURVIVED F13 class :7,33,38,41",clean,"SURVIVED F15 class :74,146,156","SURVIVED F16 class :73,87,107,117",clean,"SURVIVED F18 class :53,225",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/typescript-checker/src/typescript-compiler.ts,clean,SURVIVED :265 (F10),"SURVIVED F12 class :33,34,76,93","SURVIVED F13 class :6,51,52,50",clean,"SURVIVED F15 class :103,154,198,202","SURVIVED F16 class :102,118,143,153",clean,"SURVIVED F18 class :49,62,63,291",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/typescript-checker/testResources/single-project/src/counter.ts,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F18 class :1,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/typescript-checker/testResources/single-project/src/errorInFileAbove2Mutants/counter.ts,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F18 class :1,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/typescript-checker/testResources/single-project/src/errorInFileAbove2Mutants/todo-counter.ts,"SURVIVED F1..F5 class :4,5",clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/typescript-checker/testResources/single-project/src/errorInFileAbove2Mutants/todo.spec.ts,SURVIVED F1..F5 class :3,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/typescript-checker/testResources/single-project/src/errorInFileAbove2Mutants/todo.ts,clean,clean,clean,clean,clean,clean,clean,clean,"SURVIVED F18 class :7,11",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/typescript-checker/testResources/single-project/src/todo.spec.ts,SURVIVED F1..F5 class :3,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/typescript-checker/testResources/single-project/src/todo.ts,clean,clean,clean,clean,clean,clean,clean,clean,"SURVIVED F18 class :7,11",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/util/oxlint.config.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,SURVIVED F30 class :1
packages/testing/mutation/stryker-js/util/src/child-process-as-promised.ts,clean,clean,clean,clean,clean,clean,clean,SURVIVED F17 class :2,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,SURVIVED :1 (F24),clean
packages/testing/mutation/stryker-js/util/src/deep-merge.ts,clean,"SURVIVED :17,18,26,30 (F25)",clean,clean,clean,clean,"SURVIVED F16 class :19,20",clean,SURVIVED F18 class :21,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/util/src/errors.ts,clean,SURVIVED :14 (F26),clean,clean,clean,clean,"SURVIVED F16 class :18,21,22,26",clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/util/src/find-unserializables.ts,clean,clean,clean,clean,clean,clean,"SURVIVED F16 class :36,39,51,11",clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/util/src/i.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/util/src/immutable.ts,clean,clean,clean,clean,clean,clean,"SURVIVED F16 class :25,28,38,41",clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/util/src/index.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/util/src/known-keys.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/util/src/noop-logger.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/util/src/not-empty.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/util/src/platform.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,"SURVIVED F24,F29 class",clean
packages/testing/mutation/stryker-js/util/src/primitive.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/util/src/require-resolve.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/util/src/split.ts,clean,clean,clean,clean,clean,clean,"SURVIVED F16 class :9,8",clean,SURVIVED F18 class :3,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/util/src/string-utils.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,"SURVIVED F24,F29 class",clean
packages/testing/mutation/stryker-js/util/src/stryker-error.ts,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F18 class :3,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/util/src/task.ts,clean,"SURVIVED F10,F11,F25,F26,F28 class :63","SURVIVED F12 class :5,17,50,52",clean,clean,clean,clean,clean,"SURVIVED F18 class :4,39,8,25",clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,SURVIVED :63 (F29),clean
packages/testing/mutation/stryker-js/util/src/test-files-provided.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/util/tsdown.config.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/oxlint.config.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F30 class :1
packages/testing/mutation/stryker-js/vitest-runner/src/sandbox-self-aliases.ts,clean,clean,clean,clean,clean,"SURVIVED F15 class :65,67,71,73","SURVIVED F16 class :17,30,33,45",clean,"SURVIVED F18 class :66,72,77,78",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/src/stryker-setup.ts,clean,"SURVIVED F10,F11,F25,F26,F28 class :40,62",clean,clean,clean,clean,"SURVIVED F16 class :25,30,38,60",clean,SURVIVED F18 class :85,clean,clean,clean,clean,clean,"SURVIVED F24,F29 class :40,62",clean
packages/testing/mutation/stryker-js/vitest-runner/src/test-helpers.ts,clean,clean,clean,clean,clean,clean,SURVIVED F16 class :16,clean,SURVIVED F18 class :18,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/src/vitest-helpers.ts,clean,clean,clean,clean,clean,clean,"SURVIVED F16 class :13,42,50,68",clean,clean,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/src/vitest-test-runner.ts,clean,"SURVIVED :133,316,333 (F11,F28)","SURVIVED F12 class :114,182,214,232","SURVIVED F13 class :8,88,89,91",clean,"SURVIVED F15 class :301,256,258","SURVIVED F16 class :175,193,204,239",clean,"SURVIVED F18 class :86,151,229,247",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/src/vitest-wrapper.ts,clean,clean,SURVIVED F12 class :21,clean,clean,"SURVIVED F15 class :22,35",clean,clean,"SURVIVED F18 class :17,33,39",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/testResources/async-failure/src/add.orig.ts,clean,clean,SURVIVED F12 class :1,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/testResources/async-failure/src/add.ts,clean,clean,SURVIVED F12 class :49,clean,clean,SURVIVED F15 class :40,"SURVIVED F16 class :6,24,38,39",clean,"SURVIVED F18 class :12,25,32,46",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/testResources/deep-project/packages/app/src/math.js,clean,clean,clean,clean,clean,SURVIVED F15 class :40,"SURVIVED F16 class :6,24,38,39",clean,"SURVIVED F18 class :12,25,32,46",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/testResources/infinite-loop/lib/infinite-loop.js,clean,clean,clean,clean,clean,SURVIVED F15 class :40,"SURVIVED F16 class :6,24,38,39",clean,"SURVIVED F18 class :12,25,32,46",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/testResources/infinite-loop/lib/infinite-loop.orig.js,clean,clean,clean,clean,clean,clean,SURVIVED F16 class :3,clean,SURVIVED F18 class :6,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/testResources/multiple-configs/math.ts,clean,clean,clean,clean,clean,clean,SURVIVED F16 class :16,clean,SURVIVED F18 class :17,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/testResources/multiple-files/src/math.ts,clean,clean,clean,clean,clean,SURVIVED F15 class :40,"SURVIVED F16 class :6,24,38,39",clean,"SURVIVED F18 class :12,25,32,46",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/testResources/multiple-files/src/string-utils.orig.ts,clean,clean,clean,clean,clean,clean,SURVIVED F16 class :6,clean,clean,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/testResources/multiple-files/src/string-utils.ts,clean,clean,clean,clean,clean,SURVIVED F15 class :40,"SURVIVED F16 class :6,24,38,39",clean,"SURVIVED F18 class :12,25,32,46",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/testResources/simple-project/math.orig.ts,clean,clean,clean,clean,clean,clean,SURVIVED F16 class :18,clean,SURVIVED F18 class :19,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/testResources/simple-project/math.ts,clean,clean,clean,clean,clean,SURVIVED F15 class :40,"SURVIVED F16 class :6,24,38,39",clean,"SURVIVED F18 class :12,25,32,46",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/testResources/vitest-fixtures/math.ts,clean,clean,clean,clean,clean,SURVIVED F15 class :40,"SURVIVED F16 class :6,24,38,39",clean,"SURVIVED F18 class :12,25,32,46",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/testResources/vitest-fixtures/tests/fixtures.ts,clean,clean,clean,clean,clean,clean,clean,clean,"SURVIVED F18 class :6,9",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/testResources/workspaces/packages/bar/src/math.js,clean,clean,clean,clean,clean,SURVIVED F15 class :40,"SURVIVED F16 class :6,24,38,39",clean,"SURVIVED F18 class :12,25,32,46",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/testResources/workspaces/packages/foo/src/math.js,clean,clean,clean,clean,clean,SURVIVED F15 class :40,"SURVIVED F16 class :6,24,38,39",clean,"SURVIVED F18 class :12,25,32,46",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/tests/__fixtures__/assertions.ts,clean,clean,clean,clean,clean,clean,"SURVIVED F16 class :83,85,112",clean,clean,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/tests/__fixtures__/factories.ts,clean,clean,clean,"SURVIVED F13 class :8,6,8,66",clean,clean,clean,clean,"SURVIVED F18 class :37,38,39,40",clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/tests/__fixtures__/temp-test-directory-sandbox.ts,clean,clean,"SURVIVED F12 class :28,45",clean,clean,"SURVIVED F15 class :47,55,57","SURVIVED F16 class :29,46,49,58",clean,SURVIVED F18 class :11,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/tests/__fixtures__/vitest-runner-harness.ts,clean,clean,clean,"SURVIVED F13 class :4,55",clean,clean,SURVIVED F16 class :51,clean,clean,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/tests/vitest-test-runner.integration.test.ts,clean,clean,clean,"SURVIVED F13 class :5,677,682",clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean
packages/testing/mutation/stryker-js/vitest-runner/typings/global.d.ts,clean,"SURVIVED F10,F11,F25,F26,F28 class :1",clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,"SURVIVED F24,F29 class :1",clean
